Title,Abstract,Keywords
Comparing images using the Hausdorff distance,"The Hausdorff distance measures the extent to which each point of a model set lies near some point of an image set and vice versa. Thus, this distance can be used to determine the degree of resemblance between two objects that are superimposed on one another. Efficient algorithms for computing the Hausdorff distance between all possible relative positions of a binary image and a model are presented. The focus is primarily on the case in which the model is only allowed to translate with respect to the image. The techniques are extended to rigid motion. The Hausdorff distance computation differs from many other shape comparison methods in that no correspondence between the model and the image is derived. The method is quite tolerant of small position errors such as those that occur with edge detectors and other feature extraction methods. It is shown that the method extends naturally to the problem of comparing a portion of a model against an image.","Shape,
Image edge detection,
Pattern recognition,
Detectors,
Feature extraction,
Computer vision,
Pattern matching,
Councils,
Scholarships,
Computer science"
Vague sets,"A vague set is a set of objects, each of which has a grade of membership whose value is a continuous subinterval of","Fuzzy sets,
Upper bound,
TV,
Computer science"
RSVP: a new resource ReSerVation Protocol,"A resource reservation protocol (RSVP), a flexible and scalable receiver-oriented simplex protocol, is described. RSVP provides receiver-initiated reservations to accommodate heterogeneity among receivers as well as dynamic membership changes; separates the filters from the reservation, thus allowing channel changing behavior; supports a dynamic and robust multipoint-to-multipoint communication model by taking a soft-state approach in maintaining resource reservations; and decouples the reservation and routing functions. A simple network configuration with five hosts connected by seven point-to-point links and three switches is presented to illustrate how RSVP works. Related work and unresolved issues are discussed.","Protocols,
Quality of service,
Routing,
Web and internet services,
Telecommunication traffic,
Computer science,
Proposals,
Unicast,
Computer architecture,
Application software"
Transactional Memory: Architectural Support For Lock-free Data Structures,,"Data structures,
System recovery,
Programming profession,
Laboratories,
Computer science,
Protocols,
Software performance,
Computer architecture,
Read-write memory,
Registers"
Switching regression models and fuzzy clustering,"A family of objective functions called fuzzy c-regression models, which can be used too fit switching regression models to certain types of mixed data, is presented. Minimization of particular objective functions in the family yields simultaneous estimates for the parameters of c regression models, together with a fuzzy c-partitioning of the data. A general optimization approach for the family of objective functions is given and corresponding theoretical convergence results are discussed. The approach is illustrated by two numerical examples that show how it can be used to fit mixed data to coupled linear and nonlinear models.","Parameter estimation,
Clustering algorithms,
Fuzzy sets,
Covariance matrix,
Computer science,
Linear approximation,
Marine animals,
Yield estimation,
Convergence,
Couplings"
"Pricing in computer networks: motivation, formulation, and example","The role of pricing policies in multiple service class networks is studied. An abstract formulation of service disciplines and pricing policies that allows the interplay between service disciplines and pricing policies in determining overall network performance to be described more clearly is presented. Effective multiclass service disciplines allow networks to focus resources on performance-sensitive applications, while effective pricing policies allows the benefits of multiple service classes to be spread around to all users. Furthermore, the incentives formed by service disciplines and pricing policies must be carefully tuned so that user self-interest leads to optimal overall network performance. These concepts are illustrated through simulation of several simple example networks. It is found that it is possible to set the prices so that users of every application type are more satisfied with the combined cost and performance of a network with service-class-sensitive prices.","Pricing,
Intelligent networks,
Computer networks,
Computer science,
Scheduling algorithm,
Roads,
Telecommunication traffic,
Costs,
Application software,
Hardware"
Elastic bands: connecting path planning and control,"Elastic bands are proposed as the basis for a framework to close the gap between global path planning and real-time sensor-based robot control. An elastic band is a deformable collision-free path. The initial shape of the elastic is the free path generated by a planner. Subjected to artificial forces, the elastic band deforms in real time to a short and smooth path that maintains clearance from the obstacles. The elastic continues to deform as changes in the environment are detected by sensors, enabling the robot to accommodate uncertainties and react to unexpected and moving obstacles. While providing a tight connection between the robot and its environment, the elastic band preserves the global nature of the planned path. The framework is outlined, and an efficient implementation based on bubbles is discussed.",
Generalized clustering networks and Kohonen's self-organizing scheme,"The relationship between the sequential hard c-means (SHCM) and learning vector quantization (LVQ) clustering algorithms is discussed. The impact and interaction of these two families of methods with Kohonen's self-organizing feature mapping (SOFM), which is not a clustering method but often lends ideas to clustering algorithms, are considered. A generalization of LVQ that updates all nodes for a given input vector is proposed. The network attempts to find a minimum of a well-defined objective function. The learning rules depend on the degree of distance match to the winner node; the lesser the degree of match with the winner, the greater the impact on nonwinner nodes. Numerical results indicate that the terminal prototypes generated by this modification of LVQ are generally insensitive to initialization and independent of any choice of learning coefficient. IRIS data obtained by E. Anderson's (1939) is used to illustrate the proposed method. Results are compared with the standard LVQ approach.","Clustering algorithms,
Prototypes,
Vector quantization,
Computer science,
Two dimensional displays,
Algorithm design and analysis,
Clustering methods,
Iris,
Neural networks,
Computer displays"
An exact solution to the transistor sizing problem for CMOS circuits using convex optimization,"A general sequential circuit consists of a number of combinational stages that lie between latches. For the circuit to meet a given clocking specification, it is necessary for each combinational stage to satisfy a certain delay requirement. Roughly speaking, increasing the sizes of some transistors in a stage reduces the delay, with the penalty of increased area. The problem of transistor sizing is to minimize the area of a combinational stage, subject to its delay being less than a given specification. Although this problem has been recognized as a convex programming problem, most existing approaches do not take full advantage of this fact, and often give nonoptimal results. An efficient convex optimization algorithm has been used here. This algorithm is guaranteed to find the exact solution to the convex programming problem. We have also improved upon existing methods for computing the circuit delay as an Elmore time constant, to achieve higher accuracy, CMOS circuit examples, including a combinational circuit with 832 transistors are presented to demonstrate the efficacy of the new algorithm.",
Correction of intensity variations in MR images for computer-aided tissue classification,"A number of supervised and unsupervised pattern recognition techniques have been proposed in recent years for the segmentation and the quantitative analysis of MR images. However, the efficacy of these techniques is affected by acquisition artifacts such as inter-slice, intra-slice, and inter-patient intensity variations. Here a new approach to the correction of intra-slice intensity variations is presented. Results demonstrate that the correction process enhances the performance of backpropagation neural network classifiers designed for the segmentation of the images. Two slightly different versions of the method are presented. The first version fits an intensity correction surface directly to reference points selected by the user in the images. The second version fits the surface to reference points obtained by an intermediate classification operation. Qualitative and quantitative evaluation of both methods reveals that the first one leads to a better correction of the images than the second but that it is more sensitive to operator errors.","Neoplasms,
Magnetic resonance imaging,
Image segmentation,
Size measurement,
Alzheimer's disease,
Degenerative diseases,
Robustness,
Ultrasonic imaging,
Image recognition,
Image analysis"
