Title,Abstract,Keywords
Divergence measures based on the Shannon entropy,"A novel class of information-theoretic divergence measures based on the Shannon entropy is introduced. Unlike the well-known Kullback divergences, the new measures do not require the condition of absolute continuity to be satisfied by the probability distributions involved. More importantly, their close relationship with the variational distance and the probability of misclassification error are established in terms of bounds. These bounds are crucial in many applications of divergence measures. The measures are also well characterized by the properties of nonnegativity, finiteness, semiboundedness, and boundedness.",
Stable adaptive teleoperation,"A study is made of how the existence of transmission time delays affects the application of advanced robot control schemes to effective force-reflecting telerobotic systems. This application best exploits the presence of the human operator while making full use of available robot control technology and computing power. A physically motivated, passivity-based formalism is used to provide energy conservation and stability guarantees in the presence of transmission delays. The notion of wave variable is utilized to characterize time-delay systems and leads to a configuration for force-reflecting teleoperation. The effectiveness of the approach is demonstrated experimentally. Within the same framework, an adaptive tracking controller is incorporated for the control of the remote robotic system and can be used to simplify, transform, or enhance the remote dynamics perceived by the operator.","Application software,
Telerobotics,
Robot control,
Control systems,
Space technology,
Humans,
Cognitive robotics,
Control theory,
Cognitive science,
Computer science"
"Particle-in-cell charged-particle simulations, plus Monte Carlo collisions with neutral atoms, PIC-MCC","Many-particle charged-particle plasma simulations using spatial meshes for the electromagnetic field solutions, particle-in-cell (PIC) merged with Monte Carlo collision (MCC) calculations, are coming into wide use for application to partially ionized gases. The author emphasizes the development of PIC computer experiments since the 1950s starting with one-dimensional (1-D) charged-sheet models, the addition of the mesh, and fast direct Poisson equation solvers for 2-D and 3-D. Details are provided for adding the collisions between the charged particles and neutral atoms. The result is many-particle simulations with many of the features met in low-temperature collision plasmas; for example, with applications to plasma-assisted materials processing, but also related to warmer plasmas at the edges of magnetized fusion plasmas.","Monte Carlo methods,
Plasma simulation,
Plasma materials processing,
Computational modeling,
Plasma applications,
Plasma temperature,
Plasma measurements,
Atomic measurements,
Computer simulation,
Nuclear and plasma sciences"
Adaptive Mixtures of Local Experts,"We present a new supervised learning procedure for systems composed of many separate networks, each of which learns to handle a subset of the complete set of training cases. The new procedure can be viewed either as a modular version of a multilayer supervised network, or as an associative version of competitive learning. It therefore provides a new link between these two apparently different approaches. We demonstrate that the learning procedure divides up a vowel discrimination task into appropriate subtasks, each of which can be solved by a very simple expert network.",
Fitting parameterized three-dimensional models to images,"Model-based recognition and motion tracking depend upon the ability to solve for projection and model parameters that will best fit a 3-D model to matching 2-D image features. The author extends current methods of parameter solving to handle objects with arbitrary curved surfaces and with any number of internal parameters representing articulation, variable dimensions, or surface deformations. Numerical stabilization methods are developed that take account of inherent inaccuracies in the image measurements and allow useful solutions to be determined even when there are fewer matches than unknown parameters. The Levenberg-Marquardt method is used to always ensure convergence of the solution. These techniques allow model-based vision to be used for a much wider class of problems than was possible with previous methods. Their application is demonstrated for tracking the motion of curved, parameterized objects.",
Recognition by linear combinations of models,"An approach to visual object recognition in which a 3D object is represented by the linear combination of 2D images of the object is proposed. It is shown that for objects with sharp edges as well as with smooth bounding contours, the set of possible images of a given object is embedded in a linear space spanned by a small number of views. For objects with sharp edges, the linear combination representation is exact. For objects with smooth boundaries, it is an approximation that often holds over a wide range of viewing angles. Rigid transformations (with or without scaling) can be distinguished from more general linear transformations of the object by testing certain constraints placed on the coefficients of the linear combinations. Three alternative methods of determining the transformation that matches a model to a given image are proposed.","Image recognition,
Object recognition,
Research initiatives,
Cognitive science,
Artificial intelligence,
Mathematics"
Constraint-based automatic test data generation,A novel technique for automatically generating test data is presented. The technique is based on mutation analysis and creates test data that approximate relative adequacy. It is a fault-based technique that uses algebraic constraints to describe test cases designed to find particular types of faults. A set of tools (collectively called Godzilla) that automatically generates constraints and solves them to create test cases for unit and module testing has been implemented. Godzilla has been integrated with the Mothra testing system and has been used as an effective way to generate test data that kill program mutants. The authors present an initial list of constraints and discuss some of the problems that have been solved to develop the complete implementation of the technique.,"Automatic testing,
Software testing,
System testing,
Genetic mutations,
Algorithms,
Fault detection,
Costs,
Software systems,
Software engineering,
Computer science"
Using program slicing in software maintenance,"Program slicing is applied to the software maintenance problem by extending the notion of a program slice (that originally required both a variable and line number) to a decomposition slice, one that captures all computation on a given variable, i.e., is independent of line numbers. Using the lattice of single variable decomposition slices ordered by set inclusion, it is shown how a slice-based decomposition for programs can be formed. One can then delineate the effects of a proposed change by isolating those effects in a single component of the decomposition. This gives maintainers a straightforward technique for determining those statements and variables which may be modified in a component and those which may not. Using the decomposition, a set of principles to prohibit changes which will interfere with unmodified components is provided. These semantically consistent changes can then be merged back into the original program in linear time.",
Tree-maps: a space-filling approach to the visualization of hierarchical information structures,"A method for visualizing hierarchically structured information is described. The tree-map visualization technique makes 100% use of the available display space, mapping the full hierarchy onto a rectangular region in a space-filling manner. This efficient use of space allows very large hierarchies to be displayed in their entirety and facilitates the presentation of semantic information. Tree-maps can depict both the structure and content of the hierarchy. However, the approach is best suited to hierarchies in which the content of the leaf nodes and the structure of the hierarchy are of primary importance, and the content information associated with internal nodes is largely derived from their children.","Visualization,
Feedback,
Computer displays,
Computer science,
Laboratories,
Educational institutions,
Libraries,
Humans,
Marine vehicles,
Two dimensional displays"
An efficiently computable metric for comparing polygonal shapes,"A method for comparing polygons that is a metric, invariant under translation, rotation, and change of scale, reasonably easy to compute, and intuitive is presented. The method is based on the L/sub 2/ distance between the turning functions of the two polygons. It works for both convex and nonconvex polygons and runs in time O(mn log mn), where m is the number of vertices in one polygon and n is the number of vertices in the other. Some examples showing that the method produces answers that are intuitively reasonable are presented.","Shape measurement,
Computer science,
Image recognition,
Machine vision,
Turning,
Rotation measurement,
Geometry,
Solid modeling,
Computer vision,
Cost function"
